Land;Technologie;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040
Tschechien;Biomass;30930086.70449173;34642373.38767179;38648563.52240862;42968766.737149954;47624368.86455941;52638109.28786693;57732501.70608551;63204738.092906274;69079866.8641439;75384496.66727303;82146889.7835547;88509732.92756538;95303493.16151826;96792871.50396718;99139834.28224084;101486797.06051448;103833759.83878814;106180722.61706178;108527685.39533544;110874648.1736091;113221610.95188275
Tschechien;Geothermal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Tschechien;Hydro;32743019.841904104;36672898.14090508;40913906.72020141;45487333.9120751;50415819.056335665;55723434.380242094;61116429.02735871;66909414.55323639;73128907.55913343;79803076.32923709;86961839.70745327;93697633.9296211;100889602.97473706;108566524.83954062;116758914.88338764;125499127.61952053;123922546.78017233;126723578.01638585;129524609.2525994;132325640.48881294;135126671.72502646
Tschechien;Other RES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Tschechien;Solar;10772495.726424633;12065430.751531197;13460728.03983236;14965391.480084807;16586869.44426292;18333081.726158626;20107383.915425364;22013283.619303375;24059504.83378063;26255314.960657354;28610557.33813729;30826642.318164565;33192809.40284922;35718526.59020692;38413833.47279328;41289374.72716276;44356435.52328721;47626978.96220618;51113685.65620885;54829995.572206266;54170096.778008044
Tschechien;Wind;11868925.567448033;13293456.14664276;14111503.018048076;14941820.199900977;15772137.381753884;16602454.56360679;17342156.334044363;18081858.10448194;18821559.874919515;19561261.64535709;20300963.415794667;20831821.941897344;21362680.46800002;21893538.994102694;22424397.52020538;22955256.04630805;23486114.572410725;24016973.098513406;24547831.62461608;25078690.150718756;25609548.676821433
Dänemark;Biomass;9005223.436349679;10086047.145678857;11252440.16735008;11467412.341759374;12104656.62467599;12741900.9075926;13309600.498275222;13877300.088957844;14444999.679640466;15012699.270323087;15580398.861005709;15987817.336968787;16395235.812931867;16802654.28889495;17210072.76485803;17617491.24082111;18024909.71678419;18432328.192747273;18839746.66871035;19247165.144673433;19654583.62063651
Dänemark;Geothermal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Dänemark;Hydro;48519.48128397983;54342.879904429385;60627.319683713955;67404.34624116591;68080.01469003336;71664.05688860865;74856.96005567668;78049.86322274471;81242.76638981272;84435.66955688072;87628.57272394875;89920.00953943132;92211.44635491387;94502.88317039647;96794.31998587903;99085.7568013616;101377.19361684416;103668.63043232672;105960.06724780932;108251.50406329188;110542.94087877445
Dänemark;Other RES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Dänemark;Solar;856785.8110986716;959618.841838845;1070593.211125289;1190265.97023578;1319229.522229507;1458113.7644970175;1599232.1254573332;1750817.038102438;1913562.36169841;2088205.175058723;2275528.3638508217;2451783.728930129;2639975.80960774;2840857.6390307867;3055227.711872119;3283932.6479000067;3527870.008251004;3787991.2730173506;4065304.9892397043;4360880.0989017505;4675849.457056901
Dänemark;Wind;46372571.68704829;48565346.82814268;51601569.828965075;54637792.82978747;57674015.83060986;60710238.831432246;63415108.22139204;66119977.61135186;68824847.00131166;71529716.39127147;74234585.78123127;76175777.53585544;78116969.29047959;80058161.04510374;81999352.7997279;83940544.55435203;85881736.30897619;87822928.06360033;89764119.8182245;91705311.57284866;93646503.3274728
Estland;Biomass;0.0;0.0;0.0;0.0;0.0;113441.5602683801;124420.59869435434;136213.93706225502;148875.55777020988;162462.8057063046;177036.58954158335;190749.2943435758;205390.67815191357;221019.32710522617;237697.36425849027;255490.65680931773;274469.0352045816;294706.52479734865;316281.59076138097;339277.39700982306;363782.079906206
Estland;Geothermal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Estland;Hydro;668742.5118266041;692663.2728614963;735967.4042687963;779271.5356760962;822575.6670833962;865879.7984906962;904457.9989294244;943036.1993681525;981614.3998068807;1020192.6002456088;1058770.800684337;1086457.0486332665;1114143.296582196;1141829.5445311256;1169515.792480055;1197202.0404289844;1224888.288377914;1252574.5363268435;1280260.7842757732;1307947.0322247024;1335633.280173632
Estland;Other RES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Estland;Solar;0.0;0.0;0.0;0.0;0.0;10403.193363673723;11410.029477549439;12491.541219403543;13652.679061749184;14898.701835280883;16235.195188511376;17492.723022724953;18835.415652388612;20268.64573746182;21798.110291911376;23429.849687462236;25170.267746838406;27026.152987933532;29004.701083771077;31113.53860672254;33360.74812925972
Estland;Wind;16687199.724553153;17344351.15844903;18428690.53541209;19513029.912375156;20597369.28933822;21681708.666301288;22647710.303296015;23613711.94029075;24579713.57728548;25545715.21428021;26511716.85127494;27204983.0103169;27898249.16935886;28591515.32840082;29284781.48744278;29978047.646484736;30671313.8055267;31364579.96456866;32057846.12361062;32751112.28265258;33444378.441694543
Finnland;Biomass;33956171.34567627;38031654.350385346;42429795.22720116;47172671.05582256;48077998.52340174;50609043.446283326;52863866.604747385;55118689.76321145;57373512.92167551;59628336.08013958;61883159.23860364;63501368.28765908;65119577.33671451;66737786.385769956;68355995.43482539;69974204.48388083;71592413.53293628;73210622.58199172;74828831.63104716;76447040.6801026;78065249.72915804
Finnland;Geothermal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Finnland;Hydro;72459934.83455463;74505085.19501771;79163016.58275893;83820947.97050016;88478879.35824138;93136810.7459826;97286405.82770805;101436000.90943348;105585595.99115892;109735191.07288435;113884786.15460978;116862807.86152631;119840829.56844284;122818851.27535935;125796872.98227587;128774894.68919238;131752916.3961089;134730938.10302544;137708959.80994195;140686981.5168585;143665003.22377497
Finnland;Other RES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Finnland;Solar;7437.9234111111655;8330.63684878709;9294.026821702826;10332.92919978817;11452.486748627789;12658.167729351902;13883.243526742166;15199.181484548075;16612.005129317728;18128.113184852962;19754.302033118434;21284.408962149206;22918.14082900026;24662.03486013104;26523.022942302396;28508.45474554057;30626.122171746796;32884.28520370979;35291.69923343973;37857.643953133374;40591.9538967128
Finnland;Wind;25173125.000927925;25605073.188692;27205858.877062637;28806644.56543328;30407430.253803924;32008215.94217457;33434302.302493516;34860388.662812464;36286475.023131415;37712561.38345037;39138647.74376932;40162100.88879318;41185554.03381702;42209007.17884088;43232460.323864736;44255913.46888858;45279366.61391244;46302819.7589363;47326272.90396014;48349726.048984006;49373179.19400785
Frankreich;Biomass;20780885.33571624;23275045.944883496;25966670.40162819;28869269.689185143;29206171.200985152;30743717.13894849;32113465.323494755;33483213.508041024;34852961.692587286;36222709.87713354;37592458.06167981;38575479.23513178;39558500.40858376;40541521.58203573;41524542.7554877;42507563.92893967;43490585.10239164;44473606.27584361;45456627.449295595;46439648.62274756;47422669.79619954
Frankreich;Geothermal;13120.764976705568;14695.543656168045;16394.998291135;18227.659530458237;20202.59939798596;22329.46410344031;24490.541964526605;26811.90395146293;29304.175782181574;31978.64503609342;34847.30077594101;37546.46454724989;40428.4264437498;43504.71836853158;46787.56841968217;50289.94168002649;54025.583345356026;58009.06432301845;62255.82944008373;66782.248408048;71605.66969920849
Frankreich;Hydro;561759821.1281693;629183282.4021031;701944690.25061;780409280.6779622;864965468.422423;896594103.4081037;936540741.6063284;976487379.804553;1016434018.0027778;1056380656.2010026;1096327294.3992271;1124995623.0746093;1153663951.7499914;1182332280.4253738;1211000609.1007557;1239668937.7761378;1268337266.45152;1297005595.126902;1325673923.802284;1354342252.4776661;1383010581.1530483
Frankreich;Other RES;0.0;0.0;0.0;0.0;0.0;7589.863850422241;8324.421861300774;9113.461013641101;9960.593026562214;10869.654588241332;11844.720823521959;12762.176139033552;13741.7651840375;14787.407693194262;15903.260040306604;17093.729102897192;18363.48692164608;19717.4861995126;21160.97668786167;22699.522509546856;24339.020471680913
Frankreich;Solar;13915283.570370968;15585421.853024429;17387785.755017303;19331422.492576905;21425953.439504925;23681608.924894307;25973549.319227718;28435479.730682235;31078669.309984136;33915089.147889525;36957454.29631049;39820064.01055489;42876541.06048294;46139115.65537742;49620756.35711015;53335213.339877695;57297064.1300292;61521761.96584619;66025686.92491981;70826199.97498614;75941700.11274683
Frankreich;Wind;116917737.69259283;130950422.5929142;146094081.63903618;162424730.5332881;180023209.11286762;198975473.72407186;218232608.11710012;238918017.26512104;261126385.80765122;284958296.1612717;310520581.585735;334572542.1508025;360253397.3184124;387665906.6474064;416919033.41600364;448128308.09484214;481416212.6580245;516912586.90728796;554755058.0498327;595089494.8393636;592717785.8250691
Deutschland;Biomass;7826936.931023594;8766340.496772716;9780117.076769194;10873355.463523384;12051467.396261072;13320207.13361372;14609356.06294702;15994119.367379611;17480835.612098098;19076238.182869982;20787478.92168881;22397612.52609721;24116790.79364222;25951892.856626492;27910213.148925085;29999485.738311972;32227910.05376524;34604178.086418055;37137503.14720174;39837650.26884774;42714968.34479034
Deutschland;Geothermal;0.0;0.0;0.0;0.0;0.0;144396.0243107285;158370.8805778217;173382.2324108473;189498.79222573093;206793.5524410758;225344.0416973909;242798.49182369313;261435.0268583821;281328.21916698077;302557.14313929336;325205.6389609197;349362.5915068605;375122.225209993;402584.41580467165;431855.0198957931;463046.2233565152
Deutschland;Hydro;89420354.65515026;100152752.36754802;111734838.96454772;124224752.34032847;137684319.956276;152179282.4529674;166907413.71046755;182727909.88758525;199713187.14813858;217940172.3600283;237490573.1252366;255885855.87980777;250099373.34196377;256314294.96242222;262529216.5828806;268744138.20333904;274959059.8237974;281173981.4442558;287388903.06471425;293603824.6851727;299818746.3056311
Deutschland;Other RES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Deutschland;Solar;63852.15474327803;71515.80942392917;79786.19918578722;88704.83840027124;98315.87603823919;108666.2553440033;119183.13284644611;130480.0324607732;142608.66420441688;155623.95904127305;169584.26170130374;182719.73231670214;196744.78933938718;211715.55273354892;227691.53049377835;244735.81714819683;262915.3036418228;282300.89924194076;302967.76614296605;324995.56748598896;348468.7295479567
Deutschland;Wind;426142.5329098577;477288.9543593697;532484.6616215582;592006.7172240674;656149.7667327735;725227.10439929;795415.6334350386;870809.947613364;951755.1541259341;1038617.856420728;1131787.4410596865;1219452.183800387;1313053.932212509;1412967.2250063417;1519589.2122490266;1633340.9801534642;1754668.9518177228;1884046.3681980236;2021974.8538368102;2168986.0721189803;2325643.4750947757
Griechenland;Biomass;0.0;0.0;0.0;0.0;0.0;778622.7816304362;853979.021606644;934924.3286263963;1021829.2187941076;1115087.2871570236;1215116.5893092465;1309235.7492656568;1409729.0337444346;1516998.5572979266;1631470.7106224066;1753597.5828860898;1883858.4655995858;2022761.4426272153;2170845.071193609;2328680.159010074;2496871.6429302013
Griechenland;Geothermal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Griechenland;Hydro;0.0;0.0;0.0;0.0;0.0;4143976.491634817;4545036.5355054755;4975842.642534114;5438366.7689268505;5934703.701352526;6467078.410098453;6967998.233501338;7502842.343219265;8073750.8683252325;8682993.140083749;9332975.261847302;10026248.112937003;10765515.810981054;11553644.658547167;12393672.601342442;13288819.22677087
Griechenland;Other RES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Griechenland;Solar;0.0;0.0;0.0;0.0;0.0;2429804.344266372;2664964.32620057;2917565.795467523;3188765.0008456693;3479790.2122729626;3791946.03234087;4085658.403897618;4399262.147529187;4734012.119514172;5091238.93332883;5472353.398226171;5878851.212279922;6312317.924243482;6774434.179372699;7266981.265204228;7791846.974170479
Griechenland;Wind;0.0;0.0;0.0;0.0;0.0;5447022.214692766;5974192.909989665;6540463.119279523;7148424.867223392;7800831.632163449;8500608.011429455;9159038.726797504;9862060.993673785;10612487.8904207;11413302.324358122;12267666.981963238;13178934.849517964;14150660.336373258;15186611.034790283;16290780.152208082;17467399.65378068
Island;Biomass;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Island;Geothermal;0.0;0.0;0.0;0.0;0.0;3859.573163582201;4233.108241648639;4634.347894612764;5065.128742269182;5527.4018049547085;6023.239352053116;6489.780779451368;6987.918251209313;7519.645018194425;8087.074666250023;8692.448166565697;9338.14133024731;10026.672689880674;10760.711832151754;11543.088206925238;12376.800439595696
Island;Hydro;0.0;0.0;0.0;0.0;0.0;10552.491680790057;11573.777101927379;12670.809835976455;13848.611400675622;15112.516097254764;16468.189734990134;17743.764603687432;19105.72648491698;20559.52514276027;22110.939350175602;23766.096165475552;25531.491313930077;27414.01073681634;29420.953373706427;31560.055247443473;33839.51492511995
Island;Other RES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Island;Solar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Island;Wind;0.0;0.0;0.0;0.0;0.0;7.880998615771548;8.643733070700613;9.463038474583156;10.342665086177199;11.28659676274419;12.29906494425244;13.251712345322339;14.268876824138594;15.354628469973171;16.51328308833086;17.749416597349384;19.06788024954894;20.473816725475068;21.97267714836994;23.570239071740613;25.272625494577426
Irland;Biomass;0.0;0.0;0.0;0.0;0.0;256639.92388231264;281477.9072393556;308158.089122397;336802.5944256444;367541.1550364103;400511.5652221888;431533.94809737295;464657.2903470201;500014.1319513885;537745.0144903263;577998.9499532795;620933.9164263019;666717.3821717435;715526.8597006635;767550.4915270461;822987.6693868153
Irland;Geothermal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Irland;Hydro;4697318.5863551935;5261099.522418595;5869515.255622449;6525619.813340643;7232661.038691602;7994092.337044301;8262882.019347389;8615321.954779726;8967761.890212063;9320201.825644398;9672641.761076735;9925575.784139374;10178509.807202011;10431443.83026465;10684377.85332729;10937311.87638993;11190245.899452565;11443179.922515206;11696113.945577845;11949047.968640482;12201981.991703121
Irland;Other RES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Irland;Solar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Irland;Wind;7842799.367750019;8784106.77273454;9799937.919798138;10895391.91463626;12075891.464158699;13347202.488846792;14638964.06773926;16026533.798298856;17516263.09174507;19114898.98004015;20829607.79943538;22443004.575969234;24165667.010657877;26004488.177375473;27966777.293238185;30060284.100243725;32293224.644716717;34674308.53338641;37212767.74931127;39918387.11549515;42801536.49892415
Italien;Biomass;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Italien;Geothermal;40979975.49452995;41678765.06140558;44284450.666269444;46890136.2711333;49495821.87599716;52101507.48086103;54422825.523226865;56744143.565592706;59065461.607958555;61386779.65032439;63708097.69269022;65374027.83350482;67039957.974319436;68705888.11513403;70371818.25594863;72037748.39676324;73703678.53757782;75369608.67839243;77035538.81920703;78701468.96002163;80367399.10083623
Italien;Hydro;258367136.10278282;289376841.56818795;322841599.73987657;341729188.7589533;360719085.11502737;379708981.4711014;396626444.1733276;413543906.8755537;430461369.5777799;447378832.28000605;464296294.9822322;476437376.25906646;488578457.53590065;500719538.8127349;512860620.08956915;525001701.3664034;537142782.6432376;549283863.9200718;561424945.1969061;573566026.4737403;585707107.7505746
Italien;Other RES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Italien;Solar;64564399.45985033;72313539.07954344;80676181.66255623;89694304.65617146;99412549.49499181;109878383.05605374;120512572.03320044;131935483.95042165;144199405.62928197;157359880.76615232;171475904.90263647;184757896.32979327;198939397.13740918;197635568.30973107;202427691.06917298;207219813.82861495;212011936.58805686;216804059.34749874;221596182.1069407;226388304.86638263;231180427.6258245
Italien;Wind;120472290.94671293;134931599.95695016;142599332.67881057;150989840.4718176;159380348.26482466;167770856.0578317;175245678.45703515;182720500.85623866;190195323.25544208;197670145.65464556;205144968.05384904;210509391.06905025;215873814.0842515;221238237.09945276;226602660.11465397;231967083.12985516;237331506.1450564;242695929.16025764;248060352.17545885;253424775.1906601;258789198.20586133
Litauen;Biomass;0.0;0.0;0.0;0.0;0.0;113695.95178475657;124699.61058995452;136519.39539621037;149209.40965661695;162827.12685457358;177433.59224818443;191177.0476477529;205851.26460665764;221514.96064233358;238230.39812006048;256063.59194395418;275084.52915493713;295367.40110715845;316990.8489317146;340038.2230359584;364597.85742829734
Litauen;Geothermal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Litauen;Hydro;996950.7372130054;1116606.6237580928;1245735.7221146568;1384986.2137474818;1535047.4152383022;1696652.2713438363;1860856.7343160592;2037240.0129071446;2226609.477521549;2429822.7885651253;2647790.9070192557;2852880.573394842;3071859.729140439;3305604.5990271084;3555044.3065795936;3821163.9733897597;4105007.996114494;4407683.511178226;4730364.057758046;5074293.450217903;5440789.87177935
Litauen;Other RES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Litauen;Solar;0.0;0.0;0.0;0.0;0.0;21096.197645797412;23137.91819378;25331.070302446355;27685.692826494884;30212.44992719216;32922.66850589293;35472.75623456059;38195.546064830276;41101.93298754054;44203.46973735975;47512.405329692025;51041.72580691414;54805.197318534214;58817.41166679904;63093.834456593984;67650.85599620144
Litauen;Wind;32241.055431747376;36110.68702620277;40286.679141524335;44789.99375081255;49642.92312317578;54869.17044839829;60179.48819551945;65883.66479123173;72007.81032602646;78579.66125232255;85628.67774543322;92261.20937942217;99342.92248244643;106902.15387232458;114968.95109498443;123575.1726552294;132754.59399376146;142543.0195345086;152978.40114434608;164100.96336633107;175953.33580765364
Luxemburg;Biomass;78601.98516469372;88035.94199728269;98216.7895502188;109195.63200345535;121026.81672814;133768.13084528447;146714.4041973664;160620.88455754332;175551.2269432445;191573.0513561219;208758.180142929;224927.94090658607;242192.78229625148;260621.7879726169;280288.2122608784;301269.7245080345;323648.6674492539;347512.3303733252;372953.23792118055;400069.4553978881;428964.9115274634
Luxemburg;Geothermal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Luxemburg;Hydro;212556.31378873799;238067.71893423935;265598.873809819;295287.97487562103;327281.98886347876;361737.1843129331;396746.6326780612;434352.6829189197;474727.47160216875;518053.8574464456;564526.0631961448;608252.5000738805;654940.2654813997;704776.176179486;757958.3272836775;814696.7530578396;875214.1255912085;939746.4934952697;1008544.062875759;1081872.022960559;1160011.4188966497
Luxemburg;Other RES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
